startTime,open,high,low,close,volume,turnover,sma20,ema20,rsi20
2025-09-22 10:53:00+00:00,112759.1,112848.5,112759.0,112820.6,11.328512,1278048.1949838,112531.38999999998,112596.0730963896,119.38688617655474
2025-09-22 10:54:00+00:00,112820.6,112847.0,112815.5,112844.2,10.408758,1174504.9980673,112551.295,112619.70423006678,111.58000502386507
2025-09-22 10:55:00+00:00,112844.2,112844.2,112789.8,112796.2,5.966934,673177.6653152,112569.4,112636.51335101279,122.67329466998282
2025-09-22 10:56:00+00:00,112796.2,112855.6,112796.1,112846.3,3.925059,442849.0311672,112590.11500000002,112656.49303186871,119.30967897658688
2025-09-22 10:57:00+00:00,112846.3,112846.3,112832.9,112833.0,2.124907,239774.0317452,112610.905,112673.30321930979,118.87926887926875
2025-09-22 10:58:00+00:00,112833.0,112833.0,112808.3,112808.3,2.127944,240074.0403742,112630.35999999999,112686.16005556601,126.5227447956812
2025-09-22 10:59:00+00:00,112808.3,112808.4,112785.7,112788.8,2.33297,263141.8026911,112648.41,112695.93528836925,133.98891966758922
2025-09-22 11:00:00+00:00,112788.8,112806.6,112785.7,112806.5,5.7707,650900.5167302,112667.63,112706.4652609055,130.4370447450577
2025-09-22 11:01:00+00:00,112806.5,112818.1,112806.5,112818.1,3.60155,406303.9656558,112687.91,112717.09714081927,126.47928994082659
2025-09-22 11:02:00+00:00,112818.1,112818.5,112795.9,112818.5,5.50539,621051.6342244,112707.72000000002,112726.75455597935,127.10752145380994
2025-09-22 11:03:00+00:00,112818.5,112854.5,112807.6,112854.5,2.744274,309613.5857864,112728.14500000002,112738.92078874323,126.29130966952121
2025-09-22 11:04:00+00:00,112854.5,112854.5,112831.8,112838.6,3.902936,440413.8311662,112746.56499999999,112748.41404695815,133.4690553745889
2025-09-22 11:05:00+00:00,112838.6,112850.2,112828.3,112842.7,3.859826,435537.6910236,112763.745,112757.39366153357,135.88474970896144
2025-09-22 11:06:00+00:00,112842.7,112861.9,112835.8,112861.9,1.609139,181579.0747332,112780.61000000002,112767.34664614942,136.55499555291806
2025-09-22 11:07:00+00:00,112861.9,112861.9,112856.9,112857.0,1.021368,115273.2750867,112795.835,112775.88506080185,142.10180623973156
2025-09-22 11:08:00+00:00,112857.0,112887.4,112856.9,112887.4,12.512647,1412208.1462217,112809.745,112786.50553120168,146.08195542774402
2025-09-22 11:09:00+00:00,112887.4,112914.2,112880.3,112880.4,7.916971,893815.7223987,112821.11000000002,112795.44786156341,159.48086229651977
2025-09-22 11:10:00+00:00,112880.4,112880.4,112861.6,112861.6,1.845812,208343.2198643,112829.23499999999,112801.74806522405,194.76923076921287
2025-09-22 11:11:00+00:00,112861.6,112895.2,112861.6,112895.2,3.993661,450810.8911858,112835.94499999999,112810.64824948843,214.75409836063653
2025-09-22 11:12:00+00:00,112895.2,112905.4,112895.1,112905.4,0.610735,68949.807304,112843.25999999998,112819.67222572763,203.9644565960279
2025-09-22 11:13:00+00:00,112905.4,112905.4,112894.2,112904.4,3.830446,432471.1957819,112847.45,112827.7415375631,282.69689737469923
2025-09-22 11:14:00+00:00,112904.4,112907.5,112897.3,112901.1,2.120005,239354.1587892,112850.295,112834.72805779518,374.86818980657495
2025-09-22 11:15:00+00:00,112901.1,112901.7,112881.0,112901.6,4.940276,557725.1754233,112855.56500000002,112841.09681419563,202.84629981020504
2025-09-22 11:16:00+00:00,112901.6,112908.0,112901.6,112905.4,8.327934,940272.8618152,112858.51999999999,112847.22092712938,283.4179357021677
2025-09-22 11:17:00+00:00,112905.4,112905.4,112832.8,112832.8,5.52303,623420.7199902,112858.51000000001,112845.84750549801,-83750.00000119893
2025-09-22 11:18:00+00:00,112832.8,112855.5,112812.5,112855.5,5.083926,573606.6918972,112860.87000000002,112846.76679068868,402.9661016948416
2025-09-22 11:19:00+00:00,112855.5,112865.0,112822.4,112827.2,5.40694,610137.583177,112862.79,112844.90328681355,495.31249999995373
2025-09-22 11:20:00+00:00,112827.2,112899.8,112827.1,112881.3,7.963962,898913.6933667,112866.52999999998,112848.36964045037,302.9411764705259
2025-09-22 11:21:00+00:00,112881.3,112903.9,112881.3,112903.9,3.215702,363029.7011028,112870.81999999999,112853.65824612176,276.9230769230534
2025-09-22 11:22:00+00:00,112903.9,112927.2,112903.9,112927.2,1.557064,175821.4225087,112876.25499999998,112860.6622226816,239.65041398340688
2025-09-22 11:23:00+00:00,112927.2,112939.0,112922.8,112933.2,5.307764,599421.4853322,112880.18999999999,112867.57058242621,292.8843710291802
2025-09-22 11:24:00+00:00,112933.2,112971.5,112933.1,112934.3,6.033877,681555.0679395,112884.975,112873.92576505229,242.00626959244434
2025-09-22 11:25:00+00:00,112934.3,112934.3,112845.0,112845.0,5.410808,610838.3753218,112885.09,112871.1709302854,9891.30434781234
2025-09-22 11:26:00+00:00,112845.0,112845.0,112812.5,112836.0,8.45994,954461.5545372,112883.795,112867.82131787726,-804.2471042471843
2025-09-22 11:27:00+00:00,112836.0,112838.9,112835.9,112838.9,0.411989,46487.9259748,112882.88999999998,112865.06690665084,-1166.8508287287304
2025-09-22 11:28:00+00:00,112838.9,112841.5,112818.8,112818.8,2.022534,228208.4847448,112879.46,112860.66053458887,-263.55685131194866
2025-09-22 11:29:00+00:00,112818.8,112818.8,112786.7,112786.8,3.249299,366518.5016641,112874.77999999998,112853.62619796136,-193.16239316238318
2025-09-22 11:30:00+00:00,112786.8,112810.4,112782.8,112810.3,2.703302,304911.1770362,112872.21500000001,112849.49989339361,-398.2456140350142
2025-09-22 11:31:00+00:00,112810.3,112847.9,112810.3,112812.3,6.388566,720813.6738108,112868.06999999999,112845.95704640375,-208.3232810615135
2025-09-22 11:32:00+00:00,112812.3,112812.4,112780.0,112787.5,3.045855,343541.3935493,112862.175,112840.38970865103,-137.82866836301395
2025-09-22 11:33:00+00:00,112787.5,112817.9,112787.5,112800.9,3.560936,401678.5763654,112857.0,112836.6287840176,-169.9516908212364
2025-09-22 11:34:00+00:00,112800.9,112819.6,112800.9,112808.6,2.453977,276833.1822232,112852.375,112833.95937601592,-198.48648648647708
2025-09-22 11:35:00+00:00,112808.6,112808.6,112779.9,112793.1,2.745622,309685.2904819,112846.95,112830.06800687154,-168.75576036865561
2025-09-22 11:36:00+00:00,112793.1,112817.5,112793.1,112812.2,1.584128,178708.7901527,112842.29,112828.3662919314,-212.87553648068712
2025-09-22 11:37:00+00:00,112812.2,112812.2,112795.3,112799.9,3.004591,338920.9747586,112840.64500000002,112825.65521650936,-603.0395136776341
2025-09-22 11:38:00+00:00,112799.9,112799.9,112783.6,112788.0,5.139253,579673.7563631,112837.27000000002,112822.06900541323,-260.296296296292
2025-09-22 11:39:00+00:00,112788.0,112802.6,112783.7,112783.8,2.742222,309314.1020984,112835.1,112818.42433823101,-404.83870967746714
2025-09-22 11:40:00+00:00,112783.8,112783.8,112733.4,112750.5,4.951469,558280.7662172,112828.56000000001,112811.95535363758,-92.96636085626037
2025-09-22 11:41:00+00:00,112750.5,112750.6,112700.0,112722.6,10.665577,1202239.7693129,112819.495,112803.4453199578,-54.60562603420098
2025-09-22 11:42:00+00:00,112722.6,112722.6,112698.2,112698.2,2.391614,269561.063228,112808.04500000001,112793.42195615229,-33.056768558950694
2025-09-22 11:43:00+00:00,112698.2,112730.0,112698.2,112701.5,5.704715,642970.4741441,112796.46,112784.66748413778,-31.506258092361207
2025-09-22 11:44:00+00:00,112701.5,112701.9,112679.3,112701.9,5.337907,601550.0953655,112784.84000000001,112776.78486660085,-31.110154905329466
2025-09-22 11:45:00+00:00,112701.9,112817.6,112697.1,112817.6,5.963861,672382.2739803,112783.47000000002,112780.67202216267,-686.1313868614604
2025-09-22 11:46:00+00:00,112817.6,112866.2,112817.6,112819.2,7.297756,823584.7664494,112782.63,112784.34135338529,-1128.5714285711817
2025-09-22 11:47:00+00:00,112819.2,112829.9,112784.5,112784.6,3.393553,382846.2386206,112779.91500000001,112784.36598639621,-343.8305709024626
2025-09-22 11:48:00+00:00,112784.6,112784.6,112751.7,112764.8,4.613298,520247.4286006,112777.215,112782.50255912039,-345.74074074073553
2025-09-22 11:49:00+00:00,112764.8,112832.9,112764.8,112818.6,7.767569,876308.7180706,112778.80500000001,112785.94041063274,756.2893081760313
2025-09-22 11:50:00+00:00,112818.6,112818.6,112771.2,112818.1,9.522146,1074121.7946688,112779.19499999999,112789.00322866773,2782.0512820502518
2025-09-22 11:51:00+00:00,112818.1,112859.6,112818.1,112836.9,8.52447,961882.1382821,112780.425,112793.56482593747,950.4065040653309
2025-09-22 11:52:00+00:00,112836.9,112844.4,112821.7,112844.3,1.633405,184296.3290304,112783.26500000001,112798.39674727675,424.6478873239169
2025-09-22 11:53:00+00:00,112844.3,112853.0,112809.8,112817.7,4.720405,532640.1116849,112784.10500000001,112800.235152298,1355.9523809521647
2025-09-22 11:54:00+00:00,112817.7,112837.1,112803.7,112819.0,3.661897,413135.7021668,112784.625,112802.02228065058,2128.846153847294
2025-09-22 11:55:00+00:00,112819.0,112825.4,112806.6,112810.7,3.628671,409366.7149744,112785.505,112802.84873011243,1257.9545454551364
2025-09-22 11:56:00+00:00,112810.7,112897.9,112810.7,112897.8,7.500451,846427.609284,112789.785,112811.89170819696,338.0841121495199
2025-09-22 11:57:00+00:00,112897.8,112897.9,112875.2,112875.2,1.814059,204792.9626573,112793.55,112817.92106932106,384.3293492695851
2025-09-22 11:58:00+00:00,112875.2,112875.3,112866.9,112867.0,0.932,105196.4908027,112797.5,112822.59525319525,366.32911392406174
2025-09-22 11:59:00+00:00,112867.0,112877.3,112866.9,112872.9,2.280538,257406.725397,112801.955,112827.38618146237,331.42536475873374
2025-09-22 12:00:00+00:00,112872.9,112872.9,112799.7,112831.3,6.0949,687694.2312024,112805.995,112827.758926085,365.4702970296934
2025-09-22 12:01:00+00:00,112831.3,112835.5,112809.1,112809.2,4.084189,460811.719331,112810.325,112825.99140931501,340.9930715935712
2025-09-22 12:02:00+00:00,112809.2,112809.2,112632.6,112700.4,40.786902,4596135.9474863,112810.43499999998,112814.03032271357,13422.72727274497
2025-09-22 12:03:00+00:00,112700.4,112720.7,112674.1,112708.6,9.76124,1100079.8334007,112810.79000000001,112803.98933959799,4228.169014081184
2025-09-22 12:04:00+00:00,112708.6,112730.9,112692.5,112712.4,6.297707,709838.5013852,112811.31499999999,112795.26654535056,2891.4285714286243
2025-09-22 12:05:00+00:00,112712.4,112738.9,112677.0,112704.2,6.237242,702970.7594001,112805.64500000002,112786.59354103147,-165.69664902996448
2025-09-22 12:06:00+00:00,112704.2,112704.2,112618.1,112674.8,8.612997,970369.0905901,112798.425,112775.94653712372,-129.0166204986222
2025-09-22 12:07:00+00:00,112674.8,112690.0,112626.6,112652.8,8.43698,950552.9246214,112791.835,112764.21829549289,-141.3505311077381
2025-09-22 12:08:00+00:00,112652.8,112662.6,112607.4,112619.9,5.290793,595930.0741624,112784.59000000001,112750.47369592213,-128.57142857142284
2025-09-22 12:09:00+00:00,112619.9,112641.4,112619.9,112627.2,2.149822,242147.8134682,112775.01999999999,112738.73334392955,-73.04075235109539
2025-09-22 12:10:00+00:00,112627.2,112627.2,112582.1,112604.7,6.694251,753761.7023685,112764.35,112725.9682635553,-65.5107778819106
2025-09-22 12:11:00+00:00,112604.7,112653.8,112604.6,112636.5,5.391341,607270.4637895,112754.33,112717.44747655003,-76.24750499003088
2025-09-22 12:12:00+00:00,112636.5,112636.5,112623.8,112623.8,1.324187,149143.9443637,112743.30499999998,112708.52866925955,-65.94104308390419
2025-09-22 12:13:00+00:00,112623.8,112675.4,112623.8,112675.4,2.712837,305594.7127859,112736.18999999999,112705.3735579015,-138.4399156711145
2025-09-22 12:14:00+00:00,112675.4,112696.1,112673.5,112673.6,3.801508,428381.7608,112728.92,112702.34750476803,-134.59422283356596
2025-09-22 12:15:00+00:00,112673.6,112673.6,112626.2,112645.6,5.312462,598404.2080969,112720.665,112696.9429805044,-118.53422168383253
2025-09-22 12:16:00+00:00,112645.6,112681.1,112620.6,112681.1,8.028033,904355.4696677,112709.83,112695.43412521828,-66.49746192893087
2025-09-22 12:17:00+00:00,112681.1,112702.8,112657.9,112657.9,3.666921,413231.7715621,112698.965,112691.85944662605,-66.31385181775855
2025-09-22 12:18:00+00:00,112657.9,112679.7,112580.2,112632.3,17.106039,1926484.4052086,112687.22999999998,112686.18711837595,-61.39752876011633
2025-09-22 12:19:00+00:00,112632.3,112667.7,112632.3,112645.2,4.103109,462260.3703487,112675.845,112682.28358329252,-66.35924462011121
2025-09-22 12:20:00+00:00,112645.2,112645.2,112599.5,112599.5,3.904522,439754.1184882,112664.255,112674.39943250276,-65.18550474546566
2025-09-22 12:21:00+00:00,112599.5,112614.2,112571.0,112583.1,4.448687,500879.2132458,112652.95,112665.70424845487,-66.8288367978758
2025-09-22 12:22:00+00:00,112583.1,112619.8,112581.9,112619.8,3.846452,433098.68316,112648.92,112661.3324152687,-233.00248138958892
2025-09-22 12:23:00+00:00,112619.8,112651.8,112619.8,112629.3,2.818104,317439.5729624,112644.955,112658.28170905264,-238.46153846150037
2025-09-22 12:24:00+00:00,112629.3,112644.2,112587.3,112590.4,4.366815,491765.1058702,112638.85500000001,112651.81678438096,-151.8852459016298
2025-09-22 12:25:00+00:00,112590.4,112632.4,112590.4,112629.1,2.976102,335153.3030643,112635.1,112649.6532811066,-298.26897470043417
2025-09-22 12:26:00+00:00,112629.1,112644.2,112628.6,112628.7,2.407877,271218.0427279,112632.795,112647.65773052501,-485.9002169196783
2025-09-22 12:27:00+00:00,112628.7,112643.4,112628.6,112637.1,3.409423,384023.6277699,112632.00999999998,112646.65223237977,-1480.2547770703939
2025-09-22 12:28:00+00:00,112637.1,112637.1,112624.0,112630.7,1.999295,225174.0391456,112632.55,112645.13297215312,2151.851851851355
2025-09-22 12:29:00+00:00,112630.7,112630.8,112578.3,112578.3,4.274372,481353.2049024,112630.10500000001,112638.76792718616,-460.32719836407466
2025-09-22 12:30:00+00:00,112578.3,112585.7,112563.1,112580.0,3.122566,351522.160446,112628.87,112633.17098173985,-918.2186234819014
2025-09-22 12:31:00+00:00,112580.0,112589.9,112550.0,112589.9,4.194612,472152.1789735,112626.54,112629.04993585988,-439.6995708153836
2025-09-22 12:32:00+00:00,112589.9,112642.0,112587.1,112588.2,6.204815,698780.1791267,112624.76000000001,112625.159465778,-575.5617977526985
2025-09-22 12:33:00+00:00,112588.2,112595.2,112556.0,112586.7,3.772416,424683.6744367,112620.325,112621.49665951342,-172.82976324690867
2025-09-22 12:34:00+00:00,112586.7,112610.1,112570.2,112610.0,3.991702,449395.8735595,112617.14500000002,112620.40173955976,-277.67295597482655
2025-09-22 12:35:00+00:00,112610.0,112610.1,112582.7,112582.7,1.761288,198317.7057356,112614.0,112616.81109769693,-280.76311605720406
2025-09-22 12:36:00+00:00,112582.7,112582.8,112550.0,112561.8,3.078893,346560.0862785,112608.035,112611.57194553532,-118.27326068734484
2025-09-22 12:37:00+00:00,112561.8,112602.5,112561.8,112602.5,3.190861,359208.7043603,112605.26499999998,112610.70795072244,-328.1588447653828
2025-09-22 12:38:00+00:00,112602.5,112602.5,112527.5,112557.5,10.822331,1218173.8446987,112601.525,112605.64052684412,-243.04812834224043
2025-09-22 12:39:00+00:00,112557.5,112557.5,112516.4,112522.4,5.199831,585136.2673022,112595.38500000001,112597.71285762086,-137.54071661238174
2025-09-22 12:40:00+00:00,112522.4,112561.2,112522.4,112543.9,3.39729,382344.6732326,112592.60500000001,112592.58782356173,-342.4460431654475
2025-09-22 12:41:00+00:00,112543.9,112551.0,112530.5,112551.0,2.423702,272756.1635704,112591.0,112588.6270784606,-615.2647975077226
2025-09-22 12:42:00+00:00,112551.0,112553.1,112545.2,112553.0,1.730767,194798.1447573,112587.66,112585.2340233691,-243.71257485031492
2025-09-22 12:43:00+00:00,112553.0,112605.0,112552.9,112585.1,4.050552,456024.9940426,112585.45,112585.22125923871,-419.45701357474115
2025-09-22 12:44:00+00:00,112585.1,112596.8,112565.3,112576.7,4.940476,556200.9576877,112584.76499999998,112584.40971073977,-1353.284671533307
2025-09-22 12:45:00+00:00,112576.7,112601.7,112561.7,112589.0,5.018086,564960.0204733,112582.75999999998,112584.84688114551,-396.5087281795301
2025-09-22 12:46:00+00:00,112589.0,112601.6,112579.1,112601.6,7.619007,857791.8845772,112581.405,112586.44241627451,-633.2103321036002
2025-09-22 12:47:00+00:00,112601.6,112606.3,112583.7,112583.7,2.576169,290081.9369717,112578.73500000002,112586.18123377218,-305.617977528062
2025-09-22 12:48:00+00:00,112583.7,112583.7,112560.8,112583.3,2.706544,304668.4601234,112576.36499999999,112585.90683055577,-344.3037974684214
2025-09-22 12:49:00+00:00,112583.3,112632.3,112580.0,112624.7,17.335782,1952259.1736811,112578.68500000001,112589.60141812189,440.94827586213665
2025-09-22 12:50:00+00:00,112624.7,112694.2,112624.7,112688.0,11.899714,1340724.6852295,112584.085,112598.9727116341,246.48148148149227
2025-09-22 12:51:00+00:00,112688.0,112778.8,112687.9,112775.8,11.677051,1316456.5916495,112593.38,112615.81340576417,185.09951586874894
2025-09-22 12:52:00+00:00,112775.8,112775.9,112725.4,112725.4,9.995374,1126948.8292286,112600.23999999999,112626.25022426283,250.80174927115723
2025-09-22 12:53:00+00:00,112725.4,112725.4,112694.3,112694.4,1.937853,218413.6155147,112605.62499999997,112632.74067909495,319.4986072423674
2025-09-22 12:54:00+00:00,112694.4,112715.7,112687.7,112704.2,3.885828,437929.4073641,112610.335,112639.54632870495,350.95541401277137
2025-09-22 12:55:00+00:00,112704.2,112736.7,112695.6,112718.6,8.522131,960570.4457478,112617.13,112647.07524978067,253.8631346578417
2025-09-22 12:56:00+00:00,112718.6,112842.8,112718.5,112802.7,16.688859,1882519.9845539,112629.17499999997,112661.89665456346,178.1237027812498
2025-09-22 12:57:00+00:00,112802.7,112802.8,112765.0,112765.1,0.819437,92422.3867278,112637.30500000001,112671.72554460503,238.86838868389262
2025-09-22 12:58:00+00:00,112765.1,112765.1,112732.5,112732.5,1.151884,129870.2606613,112646.05499999998,112677.51358797598,221.94285714287042
2025-09-22 12:59:00+00:00,112732.5,112755.1,112732.5,112743.4,5.556332,626429.2803392,112657.10499999998,112683.7884843592,180.6787330316821
2025-09-22 13:00:00+00:00,112743.4,112743.5,112668.1,112668.1,6.08743,686046.6884074,112663.31499999999,112682.29434299166,304.18679549112886
2025-09-22 13:01:00+00:00,112668.1,112719.8,112668.0,112719.7,7.404401,834431.3429117,112671.75,112685.85678651626,250.32602252519874
2025-09-22 13:02:00+00:00,112719.7,112751.4,112716.7,112729.9,4.52572,510204.4709598,112680.595,112690.05137827662,243.35782928208832
2025-09-22 13:03:00+00:00,112729.9,112751.3,112726.5,112726.5,5.254376,592373.3611074,112687.665,112693.52267558362,281.7538896746892
2025-09-22 13:04:00+00:00,112726.5,112738.2,112702.2,112721.5,6.275845,707407.9311609,112694.905,112696.1871826709,275.1381215469517
2025-09-22 13:05:00+00:00,112721.5,112746.2,112721.5,112746.1,2.856316,321998.3947759,112702.76000000001,112700.9407843213,261.425843411828
2025-09-22 13:06:00+00:00,112746.1,112749.8,112716.1,112716.1,6.576441,741401.9587871,112708.48500000002,112702.38451914785,347.6855895196429
2025-09-22 13:07:00+00:00,112716.1,112736.6,112691.5,112711.5,8.880874,1000949.4186379,112714.875,112703.25266018137,311.5023474178264
2025-09-22 13:08:00+00:00,112711.5,112785.0,112711.5,112784.9,6.144067,692820.6822578,112724.955,112711.02859730695,233.87896825397118
2025-09-22 13:09:00+00:00,112784.9,112788.8,112767.6,112767.6,2.474204,279049.5133279,112732.1,112716.4163499444,300.9797060881491
2025-09-22 13:10:00+00:00,112767.6,112812.0,112756.0,112791.7,7.878984,888628.2495054,112737.28499999999,112723.58622137827,376.9527483124307
2025-09-22 13:11:00+00:00,112791.7,112885.0,112790.6,112885.0,5.849227,659976.9975675,112742.745,112738.95896219938,363.0036630036541
2025-09-22 13:12:00+00:00,112885.0,112909.0,112885.0,112904.7,3.739189,422167.117056,112751.71,112754.7438229423,232.0691578360123
2025-09-22 13:13:00+00:00,112904.7,112927.8,112894.2,112918.8,9.723913,1097937.2105095,112762.93000000001,112770.36822075731,191.7112299465088
2025-09-22 13:14:00+00:00,112918.8,112951.7,112918.8,112951.7,0.897016,101300.5298835,112775.30500000001,112787.63791401852,183.15151515150455
2025-09-22 13:15:00+00:00,112951.7,112962.4,112916.1,112916.1,5.310807,599847.5248051,112785.18000000001,112799.87239839771,222.22784810124813
2025-09-22 13:16:00+00:00,112916.1,112931.7,112915.1,112931.6,3.436643,388069.7378925,112791.625,112812.41788426459,287.27695888281517
2025-09-22 13:17:00+00:00,112931.6,112951.2,112870.5,112887.6,9.77514,1103776.8073267,112797.75,112819.5780857632,302.28571428569285
2025-09-22 13:18:00+00:00,112887.6,112902.8,112883.7,112883.7,2.503446,282628.0317933,112805.31000000001,112825.68493473814,244.90740740739486
2025-09-22 13:19:00+00:00,112883.7,112883.7,112829.2,112829.3,5.497843,620462.661037,112809.60500000001,112826.02922666784,418.39348079155184
2025-09-22 13:20:00+00:00,112829.3,112847.1,112825.0,112846.9,3.184435,359305.7547946,112818.54500000001,112828.01691936614,210.8501118568207
2025-09-22 13:21:00+00:00,112846.9,112899.9,112836.5,112895.2,7.117901,803371.9416601,112827.31999999999,112834.41530799794,212.93447293446295
2025-09-22 13:22:00+00:00,112895.2,112927.9,112895.0,112911.2,3.89525,439815.4916944,112836.38500000001,112841.72813580766,209.3215664644122
2025-09-22 13:23:00+00:00,112911.2,112911.2,112897.9,112911.2,1.692904,191135.6675613,112845.62,112848.34450382597,205.4683270167793
2025-09-22 13:24:00+00:00,112911.2,112911.2,112857.5,112862.6,6.944863,784017.2953318,112852.675,112849.70217012826,268.95818568389075
2025-09-22 13:25:00+00:00,112862.6,112972.0,112862.5,112958.2,9.076148,1024867.1722844,112863.28,112860.03529678272,212.3998114097074
2025-09-22 13:26:00+00:00,112958.2,112958.3,112915.7,112915.8,2.584426,291887.7134405,112873.26499999998,112865.34622089866,225.5883825738495
2025-09-22 13:27:00+00:00,112915.8,112926.5,112909.2,112926.4,4.292362,484663.3529108,112884.00999999998,112871.16086652737,214.56491391343633
2025-09-22 13:28:00+00:00,112926.4,112961.9,112926.4,112955.7,2.257505,254979.298188,112892.55,112879.21221257238,244.1451990632107
2025-09-22 13:29:00+00:00,112955.7,112955.7,112928.7,112944.7,3.655135,412815.4285534,112901.40499999998,112885.44914470836,235.46019198192627
2025-09-22 13:30:00+00:00,112944.7,112944.7,112874.3,112874.3,9.364934,1057380.8375311,112905.535,112884.3873214028,475.6658595641064
2025-09-22 13:31:00+00:00,112874.3,112874.3,112787.3,112829.6,10.727805,1210345.3566482,112902.76500000001,112879.1694812692,-540.7942238267295
2025-09-22 13:32:00+00:00,112829.6,112904.7,112829.6,112904.1,8.210152,926750.3132946,112902.73500000002,112881.54381638642,-59066.66666752801
2025-09-22 13:33:00+00:00,112904.1,112904.1,112818.4,112826.4,11.294315,1274682.5409732,112898.11500000002,112876.2920243496,-368.29004328998
